own_it,card_number,card_name,rarity,exclusive_pack,type,hp,stage,pack_points,retreat_cost__effect,how_to_get
,A1 001,Bulbasaur,◇,Genetic Apex (A1)Mewtwo,Grass,70,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Vine Whip"", ""img_alts"": [""Grass"", ""Colorless""], ""description"": ""40""}]}",Open Genetic Apex (A1) Mewtwo packs
,A2 029,Infernape ex,◇◇◇◇,Space-Time Smackdown (A2)Palkia,Fire,170,Stage 2,500  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Flare Blitz"", ""img_alts"": [""Fire 2""], ""description"": ""140 Discard all Fire Energy from this Pokemon.""}]}",Open Space-Time Smackdown (A2) Palkia packs
,A2 030,Heat Rotom,◇,Space-Time Smackdown (A2)Any (Space-Time Smackdown),Fire,80,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Heat Breath"", ""img_alts"": [""Fire"", ""Colorless""], ""description"": ""30+ Flip a coin. If heads, this attack does 30 more damage.""}]}",Open either Space-Time Smackdown (A2) Dialga or Palkia packs
,A2 031,Swinub,◇,Space-Time Smackdown (A2)Dialga,Water,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Headbutt"", ""img_alts"": [""Water"", ""Colorless""], ""description"": ""40""}]}",Open Space-Time Smackdown (A2) Dialga packs
,A2 032,Piloswine,◇◇,Space-Time Smackdown (A2)Dialga,Water,110,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Thick Fat"", ""ability_text"": ""Thick Fat This Pokémon takes −20 damage from attacks from Fire or Water Pokémon."", ""attacks"": [{""name"": ""Hammer In"", ""img_alts"": [""Water 2"", ""Colorless""], ""description"": ""60""}]}",Open Space-Time Smackdown (A2) Dialga packs
,A2 033,Mamoswine,◇◇◇,Space-Time Smackdown (A2)Dialga,Water,160,Stage 2,150  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Thick Fat"", ""ability_text"": ""Thick Fat This Pokémon takes −30 damage from attacks from Fire or Water Pokémon."", ""attacks"": [{""name"": ""Frosty Flattening"", ""img_alts"": [""Water 2"", ""Colorless 2""], ""description"": ""120""}]}",Open Space-Time Smackdown (A2) Dialga packs
,A2 034,Regice,◇◇,Space-Time Smackdown (A2)Palkia,Water,110,Basic,70  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Frost Smash"", ""img_alts"": [""Water 2""], ""description"": ""50""}]}",Open Space-Time Smackdown (A2) Palkia packs
,A2 035,Piplup,◇,Space-Time Smackdown (A2)Palkia,Water,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Nap"", ""img_alts"": [""Colorless""], ""description"": ""Heal 20 damage from this Pokémon.""}]}",Open Space-Time Smackdown (A2) Palkia packs
,A2 036,Prinplup,◇◇,Space-Time Smackdown (A2)Palkia,Water,90,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Surf"", ""img_alts"": [""Water"", ""Colorless""], ""description"": ""30""}]}",Open Space-Time Smackdown (A2) Palkia packs
,A2 037,Empoleon,◇◇◇,Space-Time Smackdown (A2)Palkia,Water,150,Stage 2,150  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Aqua Jet"", ""img_alts"": [""Water 2"", ""Colorless""], ""description"": ""80 This attack also does 30 damage to 1 of your opponent’s Benched Pokémon.""}]}",Open Space-Time Smackdown (A2) Palkia packs
,A2 038,Buizel,◇,Space-Time Smackdown (A2)Any (Space-Time Smackdown),Water,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Water Gun"", ""img_alts"": [""Water""], ""description"": ""20""}]}",Open either Space-Time Smackdown (A2) Dialga or Palkia packs
,A2 039,Floatzel,◇◇,Space-Time Smackdown (A2)Any (Space-Time Smackdown),Water,90,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Jet Screw"", ""img_alts"": [""Water""], ""description"": ""30+ Flip a coin. If heads, this attack does 30 more damage.""}]}",Open either Space-Time Smackdown (A2) Dialga or Palkia packs
,A2 040,Shellos,◇,Space-Time Smackdown (A2)Palkia,Water,70,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Mud-Slap"", ""img_alts"": [""Water"", ""Colorless""], ""description"": ""30""}]}",Open Space-Time Smackdown (A2) Palkia packs
,A2 041,Gastrodon,◇◇,Space-Time Smackdown (A2)Palkia,Water,120,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Muddy Water"", ""img_alts"": [""Water"", ""Colorless 2""], ""description"": ""60 This attack also does 20 damage to 1 of your opponent’s Benched Pokémon.""}]}",Open Space-Time Smackdown (A2) Palkia packs
,A2 042,Finneon,◇,Space-Time Smackdown (A2)Any (Space-Time Smackdown),Water,50,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Elegant Swim"", ""img_alts"": [""Water""], ""description"": ""10 Flip a coin. If heads, during your opponent’s next turn, prevent all damage from—and effects of—attacks done to this Pokémon.""}]}",Open either Space-Time Smackdown (A2) Dialga or Palkia packs
,A2 043,Lumineon,◇◇,Space-Time Smackdown (A2)Any (Space-Time Smackdown),Water,90,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Waterfall"", ""img_alts"": [""Water""], ""description"": ""50""}]}",Open either Space-Time Smackdown (A2) Dialga or Palkia packs
,A2 044,Snover,◇,Space-Time Smackdown (A2)Any (Space-Time Smackdown),Water,70,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Ice Shard"", ""img_alts"": [""Water""], ""description"": ""10+ If your opponent’s Active Pokémon is a Fighting Pokémon, this attack does 30 more damage.""}]}",Open either Space-Time Smackdown (A2) Dialga or Palkia packs
,A2 045,Abomasnow,◇◇,Space-Time Smackdown (A2)Any (Space-Time Smackdown),Water,140,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Frost Breath"", ""img_alts"": [""Water 3"", ""Colorless""], ""description"": ""120""}]}",Open either Space-Time Smackdown (A2) Dialga or Palkia packs
,A2 046,Glaceon,◇◇◇,Space-Time Smackdown (A2)Palkia,Water,90,Stage 1,150  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Ice Beam"", ""img_alts"": [""Water 2""], ""description"": ""60 Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.""}]}",Open Space-Time Smackdown (A2) Palkia packs
,A2 047,Wash Rotom,◇,Space-Time Smackdown (A2)Any (Space-Time Smackdown),Water,80,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Wave Splash"", ""img_alts"": [""Water""], ""description"": ""39""}]}",Open either Space-Time Smackdown (A2) Dialga or Palkia packs
,A2 048,Frost Rotom,◇,Space-Time Smackdown (A2)Any (Space-Time Smackdown),Water,80,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Blizzard"", ""img_alts"": [""Water 2""], ""description"": ""30 This attack also does 10 damage to each of your opponent’s Benched Pokémon.""}]}",Open either Space-Time Smackdown (A2) Dialga or Palkia packs
,A2 049,Palkia ex,◇◇◇◇,Space-Time Smackdown (A2)Palkia,Water,150,Basic,500  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Slash"", ""img_alts"": [""Water""], ""description"": ""30""}, {""name"": ""Dimensional Storm"", ""img_alts"": [""Water 3"", ""Colorless""], ""description"": ""150 Discard 3 Water Energy from this Pokémon. This attack also does 20 damage to each of your opponent’s Benched Pokémon.""}]}",Open Space-Time Smackdown (A2) Palkia packs
,A2 050,Manaphy,◇◇,Space-Time Smackdown (A2)Palkia,Water,50,Basic,70  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Oceanic Gift"", ""img_alts"": [""Water""], ""description"": ""Choose 2 of your Benched Pokémon. For each of those Pokémon, take a Water Energy from your Energy Zone and attach it to that Pokémon.""}]}",Open Space-Time Smackdown (A2) Palkia packs
,A2 051,Magnemite,◇,Space-Time Smackdown (A2)Any (Space-Time Smackdown),Lightning,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Ram"", ""img_alts"": [""Colorless""], ""description"": ""10""}]}",Open either Space-Time Smackdown (A2) Dialga or Palkia packs
,A2 052,Magneton,◇◇,Space-Time Smackdown (A2)Any (Space-Time Smackdown),Lightning,80,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Lightning Ball"", ""img_alts"": [""Lightning 2""], ""description"": ""50""}]}",Open either Space-Time Smackdown (A2) Dialga or Palkia packs
,A2 053,Magnezone,◇◇◇,Space-Time Smackdown (A2)Any (Space-Time Smackdown),Lightning,140,Stage 2,150  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Thunder Blast"", ""img_alts"": [""Lightning"", ""Colorless 2""], ""description"": ""110 Discard a Lightning Energy from this Pokemon.""}]}",Open either Space-Time Smackdown (A2) Dialga or Palkia packs
,A2 054,Voltorb,◇,Space-Time Smackdown (A2)Any (Space-Time Smackdown),Lightning,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Big Explosion"", ""img_alts"": [""Lightning""], ""description"": ""30 This Pokemon also does 10 damage to itself.""}]}",Open either Space-Time Smackdown (A2) Dialga or Palkia packs
,A2 055,Electrode,◇◇,Space-Time Smackdown (A2)Any (Space-Time Smackdown),Lightning,80,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Rolling Attack"", ""img_alts"": [""Lightning""], ""description"": ""50""}]}",Open either Space-Time Smackdown (A2) Dialga or Palkia packs
,A2 056,Electabuzz,◇,Space-Time Smackdown (A2)Dialga,Lightning,80,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Charge"", ""img_alts"": [""Lightning""], ""description"": ""Take a Lightning Energy from your Energy Zone and attatch it to this Pokemon.""}]}",Open Space-Time Smackdown (A2) Dialga packs
,A2 057,Electivire,◇◇◇,Space-Time Smackdown (A2)Dialga,Lightning,120,Stage 1,150  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Exciting Voltage"", ""img_alts"": [""Lightning 2""], ""description"": ""40+ If this Pokemon has atleast 2 extra Lightning Energy attatched, this attack does 80 more damage.""}]}",Open Space-Time Smackdown (A2) Dialga packs
,A2 058,Shinx,◇,Space-Time Smackdown (A2)Dialga,Lightning,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Hide"", ""img_alts"": [""Lightning""], ""description"": ""Flip a coin. If heads, during your opponent's next turn, prevent all damage from - and effects of - attacks done to this Pokemon.""}]}",Open Space-Time Smackdown (A2) Dialga packs
,A2 059,Luxio,◇◇,Space-Time Smackdown (A2)Dialga,Lightning,90,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Electric Claws"", ""img_alts"": [""Lightning"", ""Colorless""], ""description"": ""40""}]}",Open Space-Time Smackdown (A2) Dialga packs
,A2 060,Luxray,◇◇◇,Space-Time Smackdown (A2)Dialga,Lightning,130,Stage 2,150  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Volt Bolt"", ""img_alts"": [""Lightning 3""], ""description"": ""Discard all Lightning Energy from this Pokemon. This attack does 120 damage to 1 of your opponent's Pokemon.""}]}",Open Space-Time Smackdown (A2) Dialga packs
,A2 061,Pachirisu ex,◇◇◇◇,Space-Time Smackdown (A2)Dialga,Lightning,120,Basic,500  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Sparking Gadget"", ""img_alts"": [""Lightning 2""], ""description"": ""40+ If this Pokemon has a Pokemon Tool attatched, this attack does 40 more damage.""}]}",Open Space-Time Smackdown (A2) Dialga packs
,A2 062,Rotom,◇,Space-Time Smackdown (A2)Palkia,Lightning,70,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Assault Laser"", ""img_alts"": [""Colorless""], ""description"": ""20+ If your opponent's Active Pokemon has a Pokemon Tool attatched, this attack does 30 more damage.""}]}",Open Space-Time Smackdown (A2) Palkia packs
,A2 063,Togepi,◇,Space-Time Smackdown (A2)Any (Space-Time Smackdown),Psychic,50,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Pound"", ""img_alts"": [""Psychic""], ""description"": ""20""}]}",Open either Space-Time Smackdown (A2) Dialga or Palkia packs
,A2 064,Togetic,◇◇,Space-Time Smackdown (A2)Any (Space-Time Smackdown),Psychic,80,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Fairy Wind"", ""img_alts"": [""Psychic""], ""description"": ""40""}]}",Open either Space-Time Smackdown (A2) Dialga or Palkia packs
,A2 065,Togekiss,◇◇◇,Space-Time Smackdown (A2)Any (Space-Time Smackdown),Psychic,140,Stage 2,150  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Overdrive Smash"", ""img_alts"": [""Psychic 2""], ""description"": ""60 During your next turn, this Pokémon’s attack does +60 damage.""}]}",Open either Space-Time Smackdown (A2) Dialga or Palkia packs
,A2 066,Misdreavus,◇,Space-Time Smackdown (A2)Palkia,Psychic,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Mumble"", ""img_alts"": [""Psychic""], ""description"": ""20""}]}",Open Space-Time Smackdown (A2) Palkia packs
,A2 067,Mismagius ex,◇◇◇◇,Space-Time Smackdown (A2)Palkia,Psychic,140,Stage 1,500  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Magical Delusion"", ""img_alts"": [""Psychic 2""], ""description"": ""70 Your opponent’s Active Pokémon is now Confused.""}]}",Open Space-Time Smackdown (A2) Palkia packs
,A2 068,Ralts,◇,Space-Time Smackdown (A2)Dialga,Psychic,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Teleport"", ""img_alts"": [""Colorless""], ""description"": ""Switch this Pokémon with 1 of your Benched Pokémon.""}]}",Open Space-Time Smackdown (A2) Dialga packs
,A2 069,Kirlia,◇,Space-Time Smackdown (A2)Dialga,Psychic,80,Stage 1,35  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Slap"", ""img_alts"": [""Colorless""], ""description"": ""20""}]}",Open Space-Time Smackdown (A2) Dialga packs
,A2 070,Duskull,◇,Space-Time Smackdown (A2)Dialga,Psychic,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Will-O-Wisp"", ""img_alts"": [""Psychic""], ""description"": ""20""}]}",Open Space-Time Smackdown (A2) Dialga packs
